confidence_level,country_id,data_origin,engine_weight_limit,estimates,estimation_method,field_origins,method_note,source_basis,team_name,team_wc_id,year
C,country_south_korea,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 41.6, ""shots_for"": 10.71, ""shots_against"": 15.13, ""passes_completed"": 281.51, ""crosses"": 17.17, ""set_piece_goals"": null, ""pressing_intensity"": 39.8, ""direct_attacks"": 27.61, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",South Korea 1994,team_south_korea_1994,1994
C,country_spain,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 52.06, ""shots_for"": 17.39, ""shots_against"": 10.43, ""passes_completed"": 374.87, ""crosses"": 17.79, ""set_piece_goals"": null, ""pressing_intensity"": 53.36, ""direct_attacks"": 27.28, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Spain 1994,team_spain_1994,1994
C,country_sweden,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 55.76, ""shots_for"": 18.5, ""shots_against"": 9.66, ""passes_completed"": 409.22, ""crosses"": 17.78, ""set_piece_goals"": null, ""pressing_intensity"": 57.97, ""direct_attacks"": 26.7, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Sweden 1994,team_sweden_1994,1994
C,country_switzerland,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 45.64, ""shots_for"": 10.54, ""shots_against"": 15.46, ""passes_completed"": 321.86, ""crosses"": 16.56, ""set_piece_goals"": null, ""pressing_intensity"": 44.6, ""direct_attacks"": 25.78, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Switzerland 1994,team_switzerland_1994,1994
C,country_united_states,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 45.39, ""shots_for"": 7.0, ""shots_against"": 8.94, ""passes_completed"": 320.06, ""crosses"": 15.34, ""set_piece_goals"": null, ""pressing_intensity"": 45.65, ""direct_attacks"": 23.36, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",United States 1994,team_united_states_1994,1994
C,country_argentina,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 60.07, ""shots_for"": 18.27, ""shots_against"": 6.32, ""passes_completed"": 450.47, ""crosses"": 16.99, ""set_piece_goals"": null, ""pressing_intensity"": 63.84, ""direct_attacks"": 24.48, ""tactical_style_profile"": ""possession""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Argentina 1998,team_argentina_1998,1998
C,country_austria,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 41.1, ""shots_for"": 7.82, ""shots_against"": 12.23, ""passes_completed"": 277.91, ""crosses"": 16.39, ""set_piece_goals"": null, ""pressing_intensity"": 39.8, ""direct_attacks"": 26.12, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Austria 1998,team_austria_1998,1998
C,country_belgium,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 41.77, ""shots_for"": 7.82, ""shots_against"": 9.34, ""passes_completed"": 282.71, ""crosses"": 16.32, ""set_piece_goals"": null, ""pressing_intensity"": 41.2, ""direct_attacks"": 25.88, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Belgium 1998,team_belgium_1998,1998
C,country_brazil,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 57.27, ""shots_for"": 18.08, ""shots_against"": 11.92, ""passes_completed"": 426.45, ""crosses"": 17.27, ""set_piece_goals"": null, ""pressing_intensity"": 59.31, ""direct_attacks"": 25.46, ""tactical_style_profile"": ""possession""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Brazil 1998,team_brazil_1998,1998
C,country_bulgaria,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 38.0, ""shots_for"": 7.0, ""shots_against"": 19.0, ""passes_completed"": 260.0, ""crosses"": 15.03, ""set_piece_goals"": null, ""pressing_intensity"": 35.0, ""direct_attacks"": 23.87, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Bulgaria 1998,team_bulgaria_1998,1998
C,country_cameroon,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 39.27, ""shots_for"": 7.0, ""shots_against"": 15.13, ""passes_completed"": 264.71, ""crosses"": 15.74, ""set_piece_goals"": null, ""pressing_intensity"": 37.0, ""direct_attacks"": 25.09, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Cameroon 1998,team_cameroon_1998,1998
C,country_chile,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 40.64, ""shots_for"": 9.99, ""shots_against"": 18.03, ""passes_completed"": 274.61, ""crosses"": 17.06, ""set_piece_goals"": null, ""pressing_intensity"": 38.05, ""direct_attacks"": 27.53, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Chile 1998,team_chile_1998,1998
C,country_colombia,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 45.43, ""shots_for"": 7.0, ""shots_against"": 8.8, ""passes_completed"": 324.1, ""crosses"": 14.29, ""set_piece_goals"": null, ""pressing_intensity"": 45.73, ""direct_attacks"": 21.27, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Colombia 1998,team_colombia_1998,1998
C,country_croatia,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 57.19, ""shots_for"": 14.36, ""shots_against"": 5.71, ""passes_completed"": 425.94, ""crosses"": 16.21, ""set_piece_goals"": null, ""pressing_intensity"": 60.51, ""direct_attacks"": 23.34, ""tactical_style_profile"": ""possession""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Croatia 1998,team_croatia_1998,1998
C,country_denmark,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 50.96, ""shots_for"": 15.65, ""shots_against"": 12.17, ""passes_completed"": 366.95, ""crosses"": 17.4, ""set_piece_goals"": null, ""pressing_intensity"": 51.68, ""direct_attacks"": 26.66, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Denmark 1998,team_denmark_1998,1998
C,country_england,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 53.39, ""shots_for"": 15.44, ""shots_against"": 8.54, ""passes_completed"": 388.91, ""crosses"": 17.04, ""set_piece_goals"": null, ""pressing_intensity"": 55.35, ""direct_attacks"": 25.56, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",England 1998,team_england_1998,1998
C,country_france,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 62.0, ""shots_for"": 18.5, ""shots_against"": 5.5, ""passes_completed"": 473.4, ""crosses"": 17.16, ""set_piece_goals"": null, ""pressing_intensity"": 71.0, ""direct_attacks"": 24.51, ""tactical_style_profile"": ""possession""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",France 1998,team_france_1998,1998
C,country_germany,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 54.27, ""shots_for"": 14.35, ""shots_against"": 10.11, ""passes_completed"": 399.71, ""crosses"": 16.57, ""set_piece_goals"": null, ""pressing_intensity"": 56.08, ""direct_attacks"": 24.51, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Germany 1998,team_germany_1998,1998
C,country_iran,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 45.93, ""shots_for"": 7.0, ""shots_against"": 11.7, ""passes_completed"": 327.7, ""crosses"": 15.07, ""set_piece_goals"": null, ""pressing_intensity"": 45.73, ""direct_attacks"": 22.76, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Iran 1998,team_iran_1998,1998
C,country_italy,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 55.47, ""shots_for"": 14.35, ""shots_against"": 5.5, ""passes_completed"": 408.35, ""crosses"": 16.45, ""set_piece_goals"": null, ""pressing_intensity"": 58.6, ""direct_attacks"": 24.09, ""tactical_style_profile"": ""defensive_control""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Italy 1998,team_italy_1998,1998
C,country_jamaica,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 43.76, ""shots_for"": 8.55, ""shots_against"": 19.0, ""passes_completed"": 312.1, ""crosses"": 16.12, ""set_piece_goals"": null, ""pressing_intensity"": 40.13, ""direct_attacks"": 25.18, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Jamaica 1998,team_jamaica_1998,1998
C,country_japan,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 38.76, ""shots_for"": 7.0, ""shots_against"": 12.23, ""passes_completed"": 261.11, ""crosses"": 14.96, ""set_piece_goals"": null, ""pressing_intensity"": 37.0, ""direct_attacks"": 23.6, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Japan 1998,team_japan_1998,1998
C,country_mexico,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 48.27, ""shots_for"": 17.06, ""shots_against"": 15.46, ""passes_completed"": 340.76, ""crosses"": 18.17, ""set_piece_goals"": null, ""pressing_intensity"": 47.75, ""direct_attacks"": 28.61, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Mexico 1998,team_mexico_1998,1998
C,country_morocco,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 48.76, ""shots_for"": 14.35, ""shots_against"": 14.6, ""passes_completed"": 348.1, ""crosses"": 17.29, ""set_piece_goals"": null, ""pressing_intensity"": 48.53, ""direct_attacks"": 26.77, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Morocco 1998,team_morocco_1998,1998
C,country_netherlands,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 52.48, ""shots_for"": 16.21, ""shots_against"": 8.65, ""passes_completed"": 379.14, ""crosses"": 17.39, ""set_piece_goals"": null, ""pressing_intensity"": 54.23, ""direct_attacks"": 26.42, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Netherlands 1998,team_netherlands_1998,1998
C,country_nigeria,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 50.02, ""shots_for"": 13.26, ""shots_against"": 19.0, ""passes_completed"": 364.61, ""crosses"": 16.75, ""set_piece_goals"": null, ""pressing_intensity"": 49.05, ""direct_attacks"": 25.49, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Nigeria 1998,team_nigeria_1998,1998
